gene	length	distribution
784	5	(prob=0.0003,cumulative=0.2446)
785	5	(prob=0.0003,cumulative=0.2449)
786	2	(prob=0.0001,cumulative=0.2450)
787	5	(prob=0.0003,cumulative=0.2453)
788	8	(prob=0.0005,cumulative=0.2458)
789	7	(prob=0.0004,cumulative=0.2462)
790	6	(prob=0.0004,cumulative=0.2465)
791	7	(prob=0.0004,cumulative=0.2469)
792	12	(prob=0.0007,cumulative=0.2476)
793	8	(prob=0.0005,cumulative=0.2481)
794	4	(prob=0.0002,cumulative=0.2483)
795	10	(prob=0.0006,cumulative=0.2489)
796	8	(prob=0.0005,cumulative=0.2494)
797	8	(prob=0.0005,cumulative=0.2499)
798	7	(prob=0.0004,cumulative=0.2503)
799	4	(prob=0.0002,cumulative=0.2505)
800	5	(prob=0.0003,cumulative=0.2508)
801	10	(prob=0.0006,cumulative=0.2514)
802	6	(prob=0.0004,cumulative=0.2518)
803	5	(prob=0.0003,cumulative=0.2521)
804	10	(prob=0.0006,cumulative=0.2527)
805	6	(prob=0.0004,cumulative=0.2530)
806	5	(prob=0.0003,cumulative=0.2533)
807	8	(prob=0.0005,cumulative=0.2538)
808	6	(prob=0.0004,cumulative=0.2541)
809	14	(prob=0.0008,cumulative=0.2550)
810	8	(prob=0.0005,cumulative=0.2554)
811	7	(prob=0.0004,cumulative=0.2558)
812	5	(prob=0.0003,cumulative=0.2561)
813	2	(prob=0.0001,cumulative=0.2563)
814	8	(prob=0.0005,cumulative=0.2567)
815	5	(prob=0.0003,cumulative=0.2570)
816	10	(prob=0.0006,cumulative=0.2576)
817	5	(prob=0.0003,cumulative=0.2579)
818	3	(prob=0.0002,cumulative=0.2581)
819	7	(prob=0.0004,cumulative=0.2585)
820	8	(prob=0.0005,cumulative=0.2590)
821	6	(prob=0.0004,cumulative=0.2593)
822	9	(prob=0.0005,cumulative=0.2598)
823	4	(prob=0.0002,cumulative=0.2601)
824	5	(prob=0.0003,cumulative=0.2604)
825	11	(prob=0.0006,cumulative=0.2610)
826	7	(prob=0.0004,cumulative=0.2614)
827	4	(prob=0.0002,cumulative=0.2617)
828	9	(prob=0.0005,cumulative=0.2622)
829	4	(prob=0.0002,cumulative=0.2624)
830	7	(prob=0.0004,cumulative=0.2629)
831	4	(prob=0.0002,cumulative=0.2631)
832	4	(prob=0.0002,cumulative=0.2633)
833	9	(prob=0.0005,cumulative=0.2639)
834	8	(prob=0.0005,cumulative=0.2643)
835	7	(prob=0.0004,cumulative=0.2647)
836	8	(prob=0.0005,cumulative=0.2652)
837	5	(prob=0.0003,cumulative=0.2655)
838	15	(prob=0.0009,cumulative=0.2664)
839	8	(prob=0.0005,cumulative=0.2669)
840	4	(prob=0.0002,cumulative=0.2671)
841	7	(prob=0.0004,cumulative=0.2675)
842	3	(prob=0.0002,cumulative=0.2677)
843	6	(prob=0.0004,cumulative=0.2680)
844	7	(prob=0.0004,cumulative=0.2685)
845	6	(prob=0.0004,cumulative=0.2688)
846	9	(prob=0.0005,cumulative=0.2693)
847	6	(prob=0.0004,cumulative=0.2697)
848	8	(prob=0.0005,cumulative=0.2702)
849	9	(prob=0.0005,cumulative=0.2707)
850	5	(prob=0.0003,cumulative=0.2710)
851	8	(prob=0.0005,cumulative=0.2715)
852	6	(prob=0.0004,cumulative=0.2718)
853	11	(prob=0.0006,cumulative=0.2725)
854	5	(prob=0.0003,cumulative=0.2728)
855	8	(prob=0.0005,cumulative=0.2732)
856	3	(prob=0.0002,cumulative=0.2734)
857	7	(prob=0.0004,cumulative=0.2738)
858	10	(prob=0.0006,cumulative=0.2744)
859	8	(prob=0.0005,cumulative=0.2749)
860	8	(prob=0.0005,cumulative=0.2754)
861	10	(prob=0.0006,cumulative=0.2759)
862	8	(prob=0.0005,cumulative=0.2764)
863	5	(prob=0.0003,cumulative=0.2767)
864	7	(prob=0.0004,cumulative=0.2771)
865	3	(prob=0.0002,cumulative=0.2773)
866	4	(prob=0.0002,cumulative=0.2775)
867	7	(prob=0.0004,cumulative=0.2780)
868	8	(prob=0.0005,cumulative=0.2784)
869	13	(prob=0.0008,cumulative=0.2792)
870	9	(prob=0.0005,cumulative=0.2797)
871	4	(prob=0.0002,cumulative=0.2800)
872	6	(prob=0.0004,cumulative=0.2803)
873	6	(prob=0.0004,cumulative=0.2807)
874	7	(prob=0.0004,cumulative=0.2811)
875	7	(prob=0.0004,cumulative=0.2815)
876	12	(prob=0.0007,cumulative=0.2822)
877	6	(prob=0.0004,cumulative=0.2826)
878	6	(prob=0.0004,cumulative=0.2829)
879	9	(prob=0.0005,cumulative=0.2834)
880	8	(prob=0.0005,cumulative=0.2839)
881	8	(prob=0.0005,cumulative=0.2844)
882	4	(prob=0.0002,cumulative=0.2846)
883	4	(prob=0.0002,cumulative=0.2849)
884	6	(prob=0.0004,cumulative=0.2852)
885	10	(prob=0.0006,cumulative=0.2858)
886	7	(prob=0.0004,cumulative=0.2862)
887	7	(prob=0.0004,cumulative=0.2866)
888	5	(prob=0.0003,cumulative=0.2869)
889	7	(prob=0.0004,cumulative=0.2873)
890	8	(prob=0.0005,cumulative=0.2878)
891	6	(prob=0.0004,cumulative=0.2882)
892	4	(prob=0.0002,cumulative=0.2884)
893	8	(prob=0.0005,cumulative=0.2889)
894	3	(prob=0.0002,cumulative=0.2890)
895	9	(prob=0.0005,cumulative=0.2896)
896	6	(prob=0.0004,cumulative=0.2899)
897	6	(prob=0.0004,cumulative=0.2903)
898	8	(prob=0.0005,cumulative=0.2908)
899	10	(prob=0.0006,cumulative=0.2913)
900	5	(prob=0.0003,cumulative=0.2916)
901	6	(prob=0.0004,cumulative=0.2920)
902	9	(prob=0.0005,cumulative=0.2925)
903	7	(prob=0.0004,cumulative=0.2929)
904	7	(prob=0.0004,cumulative=0.2933)
905	7	(prob=0.0004,cumulative=0.2938)
906	4	(prob=0.0002,cumulative=0.2940)
907	7	(prob=0.0004,cumulative=0.2944)
908	5	(prob=0.0003,cumulative=0.2947)
909	7	(prob=0.0004,cumulative=0.2951)
910	7	(prob=0.0004,cumulative=0.2955)
911	2	(prob=0.0001,cumulative=0.2956)
912	10	(prob=0.0006,cumulative=0.2962)
913	6	(prob=0.0004,cumulative=0.2966)
914	3	(prob=0.0002,cumulative=0.2968)
915	6	(prob=0.0004,cumulative=0.2971)
916	5	(prob=0.0003,cumulative=0.2974)
917	5	(prob=0.0003,cumulative=0.2977)
918	9	(prob=0.0005,cumulative=0.2982)
919	10	(prob=0.0006,cumulative=0.2988)
920	5	(prob=0.0003,cumulative=0.2991)
921	7	(prob=0.0004,cumulative=0.2995)
922	2	(prob=0.0001,cumulative=0.2997)
923	8	(prob=0.0005,cumulative=0.3001)
924	10	(prob=0.0006,cumulative=0.3007)
925	7	(prob=0.0004,cumulative=0.3011)
926	1	(prob=0.0001,cumulative=0.3012)
927	6	(prob=0.0004,cumulative=0.3015)
928	6	(prob=0.0004,cumulative=0.3019)
929	13	(prob=0.0008,cumulative=0.3027)
930	14	(prob=0.0008,cumulative=0.3035)
931	9	(prob=0.0005,cumulative=0.3040)
932	5	(prob=0.0003,cumulative=0.3043)
933	10	(prob=0.0006,cumulative=0.3049)
934	7	(prob=0.0004,cumulative=0.3053)
935	3	(prob=0.0002,cumulative=0.3055)
936	13	(prob=0.0008,cumulative=0.3063)
937	7	(prob=0.0004,cumulative=0.3067)
938	3	(prob=0.0002,cumulative=0.3069)
939	10	(prob=0.0006,cumulative=0.3074)
940	9	(prob=0.0005,cumulative=0.3080)
941	14	(prob=0.0008,cumulative=0.3088)
942	10	(prob=0.0006,cumulative=0.3094)
943	7	(prob=0.0004,cumulative=0.3098)
944	6	(prob=0.0004,cumulative=0.3102)
945	6	(prob=0.0004,cumulative=0.3105)
946	7	(prob=0.0004,cumulative=0.3109)
947	9	(prob=0.0005,cumulative=0.3115)
948	8	(prob=0.0005,cumulative=0.3119)
949	4	(prob=0.0002,cumulative=0.3122)
950	5	(prob=0.0003,cumulative=0.3125)
951	3	(prob=0.0002,cumulative=0.3126)
952	5	(prob=0.0003,cumulative=0.3129)
953	10	(prob=0.0006,cumulative=0.3135)
954	9	(prob=0.0005,cumulative=0.3140)
955	6	(prob=0.0004,cumulative=0.3144)
956	5	(prob=0.0003,cumulative=0.3147)
957	8	(prob=0.0005,cumulative=0.3152)
958	5	(prob=0.0003,cumulative=0.3155)
959	3	(prob=0.0002,cumulative=0.3156)
960	11	(prob=0.0006,cumulative=0.3163)
961	3	(prob=0.0002,cumulative=0.3165)
962	11	(prob=0.0006,cumulative=0.3171)
963	4	(prob=0.0002,cumulative=0.3174)
964	10	(prob=0.0006,cumulative=0.3179)
965	5	(prob=0.0003,cumulative=0.3182)
966	7	(prob=0.0004,cumulative=0.3186)
967	7	(prob=0.0004,cumulative=0.3191)
968	3	(prob=0.0002,cumulative=0.3192)
969	8	(prob=0.0005,cumulative=0.3197)
970	16	(prob=0.0009,cumulative=0.3207)
971	5	(prob=0.0003,cumulative=0.3209)
972	6	(prob=0.0004,cumulative=0.3213)
973	5	(prob=0.0003,cumulative=0.3216)
974	7	(prob=0.0004,cumulative=0.3220)
975	11	(prob=0.0006,cumulative=0.3227)
976	5	(prob=0.0003,cumulative=0.3230)
977	10	(prob=0.0006,cumulative=0.3235)
978	8	(prob=0.0005,cumulative=0.3240)
979	5	(prob=0.0003,cumulative=0.3243)
980	7	(prob=0.0004,cumulative=0.3247)
981	12	(prob=0.0007,cumulative=0.3254)
982	6	(prob=0.0004,cumulative=0.3258)
983	10	(prob=0.0006,cumulative=0.3264)
984	6	(prob=0.0004,cumulative=0.3267)
985	3	(prob=0.0002,cumulative=0.3269)
986	4	(prob=0.0002,cumulative=0.3271)
987	7	(prob=0.0004,cumulative=0.3276)
988	4	(prob=0.0002,cumulative=0.3278)
989	5	(prob=0.0003,cumulative=0.3281)
990	7	(prob=0.0004,cumulative=0.3285)
991	8	(prob=0.0005,cumulative=0.3290)
992	7	(prob=0.0004,cumulative=0.3294)
993	6	(prob=0.0004,cumulative=0.3297)
994	2	(prob=0.0001,cumulative=0.3299)
995	6	(prob=0.0004,cumulative=0.3302)
996	4	(prob=0.0002,cumulative=0.3304)
997	6	(prob=0.0004,cumulative=0.3308)
998	5	(prob=0.0003,cumulative=0.3311)
999	6	(prob=0.0004,cumulative=0.3314)
1000	2	(prob=0.0001,cumulative=0.3316)
1001	4	(prob=0.0002,cumulative=0.3318)
1002	2	(prob=0.0001,cumulative=0.3319)
1003	7	(prob=0.0004,cumulative=0.3323)
1004	2	(prob=0.0001,cumulative=0.3324)
1005	4	(prob=0.0002,cumulative=0.3327)
1006	4	(prob=0.0002,cumulative=0.3329)
1007	2	(prob=0.0001,cumulative=0.3330)
1008	9	(prob=0.0005,cumulative=0.3336)
1009	5	(prob=0.0003,cumulative=0.3339)
1010	9	(prob=0.0005,cumulative=0.3344)
1011	6	(prob=0.0004,cumulative=0.3347)
1012	4	(prob=0.0002,cumulative=0.3350)
1013	10	(prob=0.0006,cumulative=0.3356)
1014	4	(prob=0.0002,cumulative=0.3358)
1015	8	(prob=0.0005,cumulative=0.3363)
1016	6	(prob=0.0004,cumulative=0.3366)
1017	8	(prob=0.0005,cumulative=0.3371)
1018	7	(prob=0.0004,cumulative=0.3375)
1019	5	(prob=0.0003,cumulative=0.3378)
1020	13	(prob=0.0008,cumulative=0.3386)
1021	6	(prob=0.0004,cumulative=0.3389)
1022	12	(prob=0.0007,cumulative=0.3396)
1023	2	(prob=0.0001,cumulative=0.3398)
1024	8	(prob=0.0005,cumulative=0.3402)
1025	5	(prob=0.0003,cumulative=0.3405)
1026	10	(prob=0.0006,cumulative=0.3411)
1027	13	(prob=0.0008,cumulative=0.3419)
1028	8	(prob=0.0005,cumulative=0.3424)
1029	5	(prob=0.0003,cumulative=0.3427)
1030	7	(prob=0.0004,cumulative=0.3431)
1031	6	(prob=0.0004,cumulative=0.3434)
1032	14	(prob=0.0008,cumulative=0.3442)
1033	3	(prob=0.0002,cumulative=0.3444)
1034	7	(prob=0.0004,cumulative=0.3448)
1035	8	(prob=0.0005,cumulative=0.3453)
1036	6	(prob=0.0004,cumulative=0.3457)
1037	10	(prob=0.0006,cumulative=0.3462)
1038	7	(prob=0.0004,cumulative=0.3467)
1039	5	(prob=0.0003,cumulative=0.3470)
1040	6	(prob=0.0004,cumulative=0.3473)
1041	8	(prob=0.0005,cumulative=0.3478)
1042	6	(prob=0.0004,cumulative=0.3481)
1043	8	(prob=0.0005,cumulative=0.3486)
1044	8	(prob=0.0005,cumulative=0.3491)
1045	7	(prob=0.0004,cumulative=0.3495)
1046	5	(prob=0.0003,cumulative=0.3498)
1047	11	(prob=0.0006,cumulative=0.3504)
1048	6	(prob=0.0004,cumulative=0.3508)
1049	5	(prob=0.0003,cumulative=0.3511)
1050	9	(prob=0.0005,cumulative=0.3516)
1051	6	(prob=0.0004,cumulative=0.3520)
1052	7	(prob=0.0004,cumulative=0.3524)
1053	4	(prob=0.0002,cumulative=0.3526)
1054	5	(prob=0.0003,cumulative=0.3529)
1055	9	(prob=0.0005,cumulative=0.3534)
1056	6	(prob=0.0004,cumulative=0.3538)
1057	9	(prob=0.0005,cumulative=0.3543)
1058	6	(prob=0.0004,cumulative=0.3547)
1059	11	(prob=0.0006,cumulative=0.3553)
1060	7	(prob=0.0004,cumulative=0.3557)
1061	6	(prob=0.0004,cumulative=0.3561)
1062	5	(prob=0.0003,cumulative=0.3564)
1063	10	(prob=0.0006,cumulative=0.3570)
1064	3	(prob=0.0002,cumulative=0.3572)
1065	8	(prob=0.0005,cumulative=0.3576)
1066	3	(prob=0.0002,cumulative=0.3578)
1067	5	(prob=0.0003,cumulative=0.3581)
1068	9	(prob=0.0005,cumulative=0.3586)
1069	9	(prob=0.0005,cumulative=0.3592)
1070	2	(prob=0.0001,cumulative=0.3593)
1071	1	(prob=0.0001,cumulative=0.3593)
1072	8	(prob=0.0005,cumulative=0.3598)
1073	6	(prob=0.0004,cumulative=0.3602)
1074	5	(prob=0.0003,cumulative=0.3605)
1075	3	(prob=0.0002,cumulative=0.3606)
1076	4	(prob=0.0002,cumulative=0.3609)
1077	8	(prob=0.0005,cumulative=0.3613)
1078	9	(prob=0.0005,cumulative=0.3619)
1079	2	(prob=0.0001,cumulative=0.3620)
1080	6	(prob=0.0004,cumulative=0.3623)
1081	5	(prob=0.0003,cumulative=0.3626)
1082	5	(prob=0.0003,cumulative=0.3629)
1083	6	(prob=0.0004,cumulative=0.3633)
1084	4	(prob=0.0002,cumulative=0.3635)
1085	1	(prob=0.0001,cumulative=0.3636)
1086	10	(prob=0.0006,cumulative=0.3642)
1087	11	(prob=0.0006,cumulative=0.3648)
1088	4	(prob=0.0002,cumulative=0.3651)
1089	7	(prob=0.0004,cumulative=0.3655)
1090	3	(prob=0.0002,cumulative=0.3657)
1091	8	(prob=0.0005,cumulative=0.3661)
1092	6	(prob=0.0004,cumulative=0.3665)
1093	9	(prob=0.0005,cumulative=0.3670)
1094	3	(prob=0.0002,cumulative=0.3672)
1095	6	(prob=0.0004,cumulative=0.3675)
1096	5	(prob=0.0003,cumulative=0.3678)
1097	4	(prob=0.0002,cumulative=0.3681)
1098	7	(prob=0.0004,cumulative=0.3685)
1099	8	(prob=0.0005,cumulative=0.3690)
1100	3	(prob=0.0002,cumulative=0.3691)
1101	5	(prob=0.0003,cumulative=0.3694)
1102	5	(prob=0.0003,cumulative=0.3697)
1103	7	(prob=0.0004,cumulative=0.3701)
1104	6	(prob=0.0004,cumulative=0.3705)
1105	3	(prob=0.0002,cumulative=0.3707)
1106	5	(prob=0.0003,cumulative=0.3710)
1107	7	(prob=0.0004,cumulative=0.3714)
1108	5	(prob=0.0003,cumulative=0.3717)
1109	7	(prob=0.0004,cumulative=0.3721)
1110	7	(prob=0.0004,cumulative=0.3725)
1111	8	(prob=0.0005,cumulative=0.3730)
1112	8	(prob=0.0005,cumulative=0.3734)
1113	3	(prob=0.0002,cumulative=0.3736)
1114	11	(prob=0.0006,cumulative=0.3743)
1115	6	(prob=0.0004,cumulative=0.3746)
1116	6	(prob=0.0004,cumulative=0.3750)
1117	10	(prob=0.0006,cumulative=0.3756)
1118	6	(prob=0.0004,cumulative=0.3759)
1119	3	(prob=0.0002,cumulative=0.3761)
1120	5	(prob=0.0003,cumulative=0.3764)
1121	8	(prob=0.0005,cumulative=0.3769)
1122	3	(prob=0.0002,cumulative=0.3770)
1123	7	(prob=0.0004,cumulative=0.3774)
1124	5	(prob=0.0003,cumulative=0.3777)
1125	8	(prob=0.0005,cumulative=0.3782)
1126	5	(prob=0.0003,cumulative=0.3785)
1127	9	(prob=0.0005,cumulative=0.3790)
1128	12	(prob=0.0007,cumulative=0.3797)
1129	6	(prob=0.0004,cumulative=0.3801)
1130	3	(prob=0.0002,cumulative=0.3803)
1131	7	(prob=0.0004,cumulative=0.3807)
1132	7	(prob=0.0004,cumulative=0.3811)
1133	7	(prob=0.0004,cumulative=0.3815)
1134	10	(prob=0.0006,cumulative=0.3821)
1135	6	(prob=0.0004,cumulative=0.3825)
1136	6	(prob=0.0004,cumulative=0.3828)
1137	4	(prob=0.0002,cumulative=0.3831)
1138	6	(prob=0.0004,cumulative=0.3834)
1139	7	(prob=0.0004,cumulative=0.3838)
1140	3	(prob=0.0002,cumulative=0.3840)
1141	5	(prob=0.0003,cumulative=0.3843)
1142	7	(prob=0.0004,cumulative=0.3847)
1143	6	(prob=0.0004,cumulative=0.3851)
1144	4	(prob=0.0002,cumulative=0.3853)
1145	7	(prob=0.0004,cumulative=0.3857)
1146	1	(prob=0.0001,cumulative=0.3858)
1147	5	(prob=0.0003,cumulative=0.3861)
1148	4	(prob=0.0002,cumulative=0.3863)
1149	4	(prob=0.0002,cumulative=0.3865)
1150	6	(prob=0.0004,cumulative=0.3869)
1151	7	(prob=0.0004,cumulative=0.3873)
1152	2	(prob=0.0001,cumulative=0.3874)
1153	7	(prob=0.0004,cumulative=0.3878)
1154	4	(prob=0.0002,cumulative=0.3881)
1155	5	(prob=0.0003,cumulative=0.3884)
1156	6	(prob=0.0004,cumulative=0.3887)
1157	3	(prob=0.0002,cumulative=0.3889)
1158	5	(prob=0.0003,cumulative=0.3892)
1159	7	(prob=0.0004,cumulative=0.3896)
1160	4	(prob=0.0002,cumulative=0.3898)
1161	3	(prob=0.0002,cumulative=0.3900)
1162	5	(prob=0.0003,cumulative=0.3903)
1163	8	(prob=0.0005,cumulative=0.3908)
1164	8	(prob=0.0005,cumulative=0.3912)
1165	2	(prob=0.0001,cumulative=0.3914)
1166	6	(prob=0.0004,cumulative=0.3917)
1167	4	(prob=0.0002,cumulative=0.3920)
1168	5	(prob=0.0003,cumulative=0.3923)
1169	5	(prob=0.0003,cumulative=0.3925)
1170	6	(prob=0.0004,cumulative=0.3929)
1171	9	(prob=0.0005,cumulative=0.3934)
1172	11	(prob=0.0006,cumulative=0.3941)
1173	4	(prob=0.0002,cumulative=0.3943)
1174	6	(prob=0.0004,cumulative=0.3947)
1175	4	(prob=0.0002,cumulative=0.3949)
1176	3	(prob=0.0002,cumulative=0.3951)
1177	3	(prob=0.0002,cumulative=0.3953)
1179	5	(prob=0.0003,cumulative=0.3956)
1180	8	(prob=0.0005,cumulative=0.3960)
1181	3	(prob=0.0002,cumulative=0.3962)
1182	10	(prob=0.0006,cumulative=0.3968)
1183	3	(prob=0.0002,cumulative=0.3970)
1184	7	(prob=0.0004,cumulative=0.3974)
1185	5	(prob=0.0003,cumulative=0.3977)
1186	6	(prob=0.0004,cumulative=0.3980)
1187	6	(prob=0.0004,cumulative=0.3984)
1188	4	(prob=0.0002,cumulative=0.3986)
1189	6	(prob=0.0004,cumulative=0.3990)
1190	6	(prob=0.0004,cumulative=0.3993)
1191	6	(prob=0.0004,cumulative=0.3997)
1192	7	(prob=0.0004,cumulative=0.4001)
1193	5	(prob=0.0003,cumulative=0.4004)
1194	4	(prob=0.0002,cumulative=0.4006)
1195	5	(prob=0.0003,cumulative=0.4009)
1196	6	(prob=0.0004,cumulative=0.4013)
1197	6	(prob=0.0004,cumulative=0.4016)
1198	5	(prob=0.0003,cumulative=0.4019)
1199	5	(prob=0.0003,cumulative=0.4022)
1200	10	(prob=0.0006,cumulative=0.4028)
1201	7	(prob=0.0004,cumulative=0.4032)
1202	8	(prob=0.0005,cumulative=0.4037)
1203	6	(prob=0.0004,cumulative=0.4040)
1204	3	(prob=0.0002,cumulative=0.4042)
1205	1	(prob=0.0001,cumulative=0.4043)
1206	7	(prob=0.0004,cumulative=0.4047)
1207	6	(prob=0.0004,cumulative=0.4050)
1208	3	(prob=0.0002,cumulative=0.4052)
1209	11	(prob=0.0006,cumulative=0.4059)
1210	7	(prob=0.0004,cumulative=0.4063)
1211	9	(prob=0.0005,cumulative=0.4068)
1212	9	(prob=0.0005,cumulative=0.4073)
1213	4	(prob=0.0002,cumulative=0.4076)
1214	3	(prob=0.0002,cumulative=0.4078)
1215	5	(prob=0.0003,cumulative=0.4081)
1216	7	(prob=0.0004,cumulative=0.4085)
1217	8	(prob=0.0005,cumulative=0.4089)
1218	3	(prob=0.0002,cumulative=0.4091)
1219	3	(prob=0.0002,cumulative=0.4093)
1220	12	(prob=0.0007,cumulative=0.4100)
1221	2	(prob=0.0001,cumulative=0.4101)
1222	7	(prob=0.0004,cumulative=0.4105)
1223	5	(prob=0.0003,cumulative=0.4108)
1224	6	(prob=0.0004,cumulative=0.4112)
1225	4	(prob=0.0002,cumulative=0.4114)
1226	8	(prob=0.0005,cumulative=0.4119)
1227	13	(prob=0.0008,cumulative=0.4127)
1228	4	(prob=0.0002,cumulative=0.4129)
1229	2	(prob=0.0001,cumulative=0.4130)
1230	12	(prob=0.0007,cumulative=0.4137)
1231	4	(prob=0.0002,cumulative=0.4140)
1232	4	(prob=0.0002,cumulative=0.4142)
1233	7	(prob=0.0004,cumulative=0.4146)
1234	6	(prob=0.0004,cumulative=0.4150)
1235	6	(prob=0.0004,cumulative=0.4153)
1236	5	(prob=0.0003,cumulative=0.4156)
1237	9	(prob=0.0005,cumulative=0.4161)
1238	4	(prob=0.0002,cumulative=0.4164)
1239	5	(prob=0.0003,cumulative=0.4167)
1240	7	(prob=0.0004,cumulative=0.4171)
1241	6	(prob=0.0004,cumulative=0.4174)
1242	4	(prob=0.0002,cumulative=0.4177)
1243	7	(prob=0.0004,cumulative=0.4181)
1244	12	(prob=0.0007,cumulative=0.4188)
1245	7	(prob=0.0004,cumulative=0.4192)
1246	1	(prob=0.0001,cumulative=0.4193)
1247	6	(prob=0.0004,cumulative=0.4196)
1248	5	(prob=0.0003,cumulative=0.4199)
1249	4	(prob=0.0002,cumulative=0.4201)
1250	10	(prob=0.0006,cumulative=0.4207)
1251	7	(prob=0.0004,cumulative=0.4211)
1252	2	(prob=0.0001,cumulative=0.4213)
1253	5	(prob=0.0003,cumulative=0.4216)
1254	4	(prob=0.0002,cumulative=0.4218)
1255	6	(prob=0.0004,cumulative=0.4222)
1256	7	(prob=0.0004,cumulative=0.4226)
1257	6	(prob=0.0004,cumulative=0.4229)
1258	3	(prob=0.0002,cumulative=0.4231)
1259	11	(prob=0.0006,cumulative=0.4237)
1260	4	(prob=0.0002,cumulative=0.4240)
1261	5	(prob=0.0003,cumulative=0.4243)
1262	2	(prob=0.0001,cumulative=0.4244)
1263	4	(prob=0.0002,cumulative=0.4246)
1264	4	(prob=0.0002,cumulative=0.4249)
1265	6	(prob=0.0004,cumulative=0.4252)
1266	6	(prob=0.0004,cumulative=0.4256)
1267	9	(prob=0.0005,cumulative=0.4261)
1268	3	(prob=0.0002,cumulative=0.4263)
1269	4	(prob=0.0002,cumulative=0.4265)
1270	4	(prob=0.0002,cumulative=0.4268)
1271	9	(prob=0.0005,cumulative=0.4273)
1272	4	(prob=0.0002,cumulative=0.4275)
1273	7	(prob=0.0004,cumulative=0.4279)
1274	7	(prob=0.0004,cumulative=0.4283)
1275	9	(prob=0.0005,cumulative=0.4289)
1276	4	(prob=0.0002,cumulative=0.4291)
1277	10	(prob=0.0006,cumulative=0.4297)
1278	11	(prob=0.0006,cumulative=0.4303)
1279	7	(prob=0.0004,cumulative=0.4308)
1280	2	(prob=0.0001,cumulative=0.4309)
1281	8	(prob=0.0005,cumulative=0.4314)
1282	2	(prob=0.0001,cumulative=0.4315)
1283	8	(prob=0.0005,cumulative=0.4319)
1284	5	(prob=0.0003,cumulative=0.4322)
1285	8	(prob=0.0005,cumulative=0.4327)
1286	6	(prob=0.0004,cumulative=0.4331)
1287	7	(prob=0.0004,cumulative=0.4335)
1288	6	(prob=0.0004,cumulative=0.4338)
1289	5	(prob=0.0003,cumulative=0.4341)
1290	4	(prob=0.0002,cumulative=0.4344)
1291	4	(prob=0.0002,cumulative=0.4346)
1292	3	(prob=0.0002,cumulative=0.4348)
1293	3	(prob=0.0002,cumulative=0.4349)
1294	7	(prob=0.0004,cumulative=0.4354)
1295	2	(prob=0.0001,cumulative=0.4355)
1296	1	(prob=0.0001,cumulative=0.4355)
1297	4	(prob=0.0002,cumulative=0.4358)
1298	2	(prob=0.0001,cumulative=0.4359)
1299	6	(prob=0.0004,cumulative=0.4362)
1300	3	(prob=0.0002,cumulative=0.4364)
1301	7	(prob=0.0004,cumulative=0.4368)
1302	5	(prob=0.0003,cumulative=0.4371)
1303	6	(prob=0.0004,cumulative=0.4375)
1304	3	(prob=0.0002,cumulative=0.4377)
1305	9	(prob=0.0005,cumulative=0.4382)
1306	8	(prob=0.0005,cumulative=0.4387)
1307	5	(prob=0.0003,cumulative=0.4390)
1308	4	(prob=0.0002,cumulative=0.4392)
1309	9	(prob=0.0005,cumulative=0.4397)
1311	4	(prob=0.0002,cumulative=0.4400)
1312	9	(prob=0.0005,cumulative=0.4405)
1313	5	(prob=0.0003,cumulative=0.4408)
1314	7	(prob=0.0004,cumulative=0.4412)
1315	8	(prob=0.0005,cumulative=0.4417)
1316	6	(prob=0.0004,cumulative=0.4420)
1317	9	(prob=0.0005,cumulative=0.4426)
1318	7	(prob=0.0004,cumulative=0.4430)
1319	8	(prob=0.0005,cumulative=0.4434)
1320	3	(prob=0.0002,cumulative=0.4436)
1321	4	(prob=0.0002,cumulative=0.4439)
1322	5	(prob=0.0003,cumulative=0.4441)
1323	7	(prob=0.0004,cumulative=0.4446)
1324	5	(prob=0.0003,cumulative=0.4449)
1325	4	(prob=0.0002,cumulative=0.4451)
1326	4	(prob=0.0002,cumulative=0.4453)
1327	4	(prob=0.0002,cumulative=0.4456)
1328	4	(prob=0.0002,cumulative=0.4458)
1329	3	(prob=0.0002,cumulative=0.4460)
1330	4	(prob=0.0002,cumulative=0.4462)
1331	4	(prob=0.0002,cumulative=0.4464)
1332	7	(prob=0.0004,cumulative=0.4469)
1333	8	(prob=0.0005,cumulative=0.4473)
1334	4	(prob=0.0002,cumulative=0.4476)
1335	2	(prob=0.0001,cumulative=0.4477)
1336	5	(prob=0.0003,cumulative=0.4480)
1337	10	(prob=0.0006,cumulative=0.4486)
1338	6	(prob=0.0004,cumulative=0.4489)
1339	7	(prob=0.0004,cumulative=0.4493)
1340	5	(prob=0.0003,cumulative=0.4496)
1341	8	(prob=0.0005,cumulative=0.4501)
1342	7	(prob=0.0004,cumulative=0.4505)
1343	7	(prob=0.0004,cumulative=0.4509)
1344	10	(prob=0.0006,cumulative=0.4515)
1345	9	(prob=0.0005,cumulative=0.4521)
1346	5	(prob=0.0003,cumulative=0.4523)
1347	4	(prob=0.0002,cumulative=0.4526)
1348	10	(prob=0.0006,cumulative=0.4532)
1349	5	(prob=0.0003,cumulative=0.4535)
1350	7	(prob=0.0004,cumulative=0.4539)
1351	3	(prob=0.0002,cumulative=0.4541)
1352	5	(prob=0.0003,cumulative=0.4544)
1353	4	(prob=0.0002,cumulative=0.4546)
