gene	length	distribution
5271	1	(prob=0.0001,cumulative=0.9032)
5272	2	(prob=0.0001,cumulative=0.9033)
5274	2	(prob=0.0001,cumulative=0.9035)
5277	2	(prob=0.0001,cumulative=0.9036)
5278	1	(prob=0.0001,cumulative=0.9036)
5280	1	(prob=0.0001,cumulative=0.9037)
5281	1	(prob=0.0001,cumulative=0.9038)
5282	1	(prob=0.0001,cumulative=0.9038)
5283	2	(prob=0.0001,cumulative=0.9039)
5284	2	(prob=0.0001,cumulative=0.9040)
5285	1	(prob=0.0001,cumulative=0.9041)
5286	1	(prob=0.0001,cumulative=0.9042)
5289	1	(prob=0.0001,cumulative=0.9042)
5297	3	(prob=0.0002,cumulative=0.9044)
5302	1	(prob=0.0001,cumulative=0.9045)
5304	1	(prob=0.0001,cumulative=0.9045)
5305	2	(prob=0.0001,cumulative=0.9046)
5307	3	(prob=0.0002,cumulative=0.9048)
5310	1	(prob=0.0001,cumulative=0.9049)
5314	1	(prob=0.0001,cumulative=0.9049)
5315	1	(prob=0.0001,cumulative=0.9050)
5317	2	(prob=0.0001,cumulative=0.9051)
5319	1	(prob=0.0001,cumulative=0.9052)
5320	1	(prob=0.0001,cumulative=0.9052)
5322	1	(prob=0.0001,cumulative=0.9053)
5325	1	(prob=0.0001,cumulative=0.9053)
5327	1	(prob=0.0001,cumulative=0.9054)
5334	1	(prob=0.0001,cumulative=0.9055)
5335	1	(prob=0.0001,cumulative=0.9055)
5340	1	(prob=0.0001,cumulative=0.9056)
5341	2	(prob=0.0001,cumulative=0.9057)
5342	1	(prob=0.0001,cumulative=0.9058)
5343	2	(prob=0.0001,cumulative=0.9059)
5345	1	(prob=0.0001,cumulative=0.9059)
5347	1	(prob=0.0001,cumulative=0.9060)
5350	1	(prob=0.0001,cumulative=0.9061)
5352	1	(prob=0.0001,cumulative=0.9061)
5356	1	(prob=0.0001,cumulative=0.9062)
5358	1	(prob=0.0001,cumulative=0.9062)
5360	1	(prob=0.0001,cumulative=0.9063)
5361	1	(prob=0.0001,cumulative=0.9063)
5364	1	(prob=0.0001,cumulative=0.9064)
5365	1	(prob=0.0001,cumulative=0.9065)
5366	1	(prob=0.0001,cumulative=0.9065)
5367	1	(prob=0.0001,cumulative=0.9066)
5368	1	(prob=0.0001,cumulative=0.9066)
5369	1	(prob=0.0001,cumulative=0.9067)
5371	1	(prob=0.0001,cumulative=0.9068)
5372	1	(prob=0.0001,cumulative=0.9068)
5373	1	(prob=0.0001,cumulative=0.9069)
5376	2	(prob=0.0001,cumulative=0.9070)
5378	1	(prob=0.0001,cumulative=0.9071)
5381	1	(prob=0.0001,cumulative=0.9071)
5384	1	(prob=0.0001,cumulative=0.9072)
5390	1	(prob=0.0001,cumulative=0.9072)
5394	1	(prob=0.0001,cumulative=0.9073)
5399	1	(prob=0.0001,cumulative=0.9073)
5400	1	(prob=0.0001,cumulative=0.9074)
5404	1	(prob=0.0001,cumulative=0.9075)
5405	1	(prob=0.0001,cumulative=0.9075)
5407	1	(prob=0.0001,cumulative=0.9076)
5408	1	(prob=0.0001,cumulative=0.9076)
5413	1	(prob=0.0001,cumulative=0.9077)
5414	4	(prob=0.0002,cumulative=0.9079)
5415	2	(prob=0.0001,cumulative=0.9081)
5418	1	(prob=0.0001,cumulative=0.9081)
5420	1	(prob=0.0001,cumulative=0.9082)
5421	2	(prob=0.0001,cumulative=0.9083)
5422	1	(prob=0.0001,cumulative=0.9084)
5426	2	(prob=0.0001,cumulative=0.9085)
5430	1	(prob=0.0001,cumulative=0.9085)
5434	1	(prob=0.0001,cumulative=0.9086)
5440	3	(prob=0.0002,cumulative=0.9088)
5441	3	(prob=0.0002,cumulative=0.9089)
5444	1	(prob=0.0001,cumulative=0.9090)
5447	2	(prob=0.0001,cumulative=0.9091)
5450	2	(prob=0.0001,cumulative=0.9092)
5452	1	(prob=0.0001,cumulative=0.9093)
5453	1	(prob=0.0001,cumulative=0.9094)
5454	1	(prob=0.0001,cumulative=0.9094)
5456	1	(prob=0.0001,cumulative=0.9095)
5460	3	(prob=0.0002,cumulative=0.9096)
5461	2	(prob=0.0001,cumulative=0.9098)
5463	1	(prob=0.0001,cumulative=0.9098)
5464	3	(prob=0.0002,cumulative=0.9100)
5467	1	(prob=0.0001,cumulative=0.9101)
5469	1	(prob=0.0001,cumulative=0.9101)
5470	1	(prob=0.0001,cumulative=0.9102)
5472	1	(prob=0.0001,cumulative=0.9102)
5474	1	(prob=0.0001,cumulative=0.9103)
5479	1	(prob=0.0001,cumulative=0.9104)
5481	1	(prob=0.0001,cumulative=0.9104)
5482	1	(prob=0.0001,cumulative=0.9105)
5484	1	(prob=0.0001,cumulative=0.9105)
5486	1	(prob=0.0001,cumulative=0.9106)
5488	1	(prob=0.0001,cumulative=0.9107)
5490	2	(prob=0.0001,cumulative=0.9108)
5492	1	(prob=0.0001,cumulative=0.9108)
5494	1	(prob=0.0001,cumulative=0.9109)
5495	1	(prob=0.0001,cumulative=0.9109)
5497	1	(prob=0.0001,cumulative=0.9110)
5500	3	(prob=0.0002,cumulative=0.9112)
5501	1	(prob=0.0001,cumulative=0.9112)
5508	1	(prob=0.0001,cumulative=0.9113)
5509	1	(prob=0.0001,cumulative=0.9114)
5512	1	(prob=0.0001,cumulative=0.9114)
5521	2	(prob=0.0001,cumulative=0.9115)
5522	1	(prob=0.0001,cumulative=0.9116)
5527	1	(prob=0.0001,cumulative=0.9117)
5529	1	(prob=0.0001,cumulative=0.9117)
5532	1	(prob=0.0001,cumulative=0.9118)
5534	2	(prob=0.0001,cumulative=0.9119)
5537	1	(prob=0.0001,cumulative=0.9119)
5538	1	(prob=0.0001,cumulative=0.9120)
5540	1	(prob=0.0001,cumulative=0.9121)
5541	1	(prob=0.0001,cumulative=0.9121)
5546	1	(prob=0.0001,cumulative=0.9122)
5547	1	(prob=0.0001,cumulative=0.9122)
5548	1	(prob=0.0001,cumulative=0.9123)
5549	1	(prob=0.0001,cumulative=0.9124)
5550	1	(prob=0.0001,cumulative=0.9124)
5551	1	(prob=0.0001,cumulative=0.9125)
5553	1	(prob=0.0001,cumulative=0.9125)
5554	1	(prob=0.0001,cumulative=0.9126)
5556	1	(prob=0.0001,cumulative=0.9127)
5560	1	(prob=0.0001,cumulative=0.9127)
5561	1	(prob=0.0001,cumulative=0.9128)
5563	4	(prob=0.0002,cumulative=0.9130)
5566	2	(prob=0.0001,cumulative=0.9131)
5567	1	(prob=0.0001,cumulative=0.9132)
5568	1	(prob=0.0001,cumulative=0.9132)
5569	1	(prob=0.0001,cumulative=0.9133)
5570	2	(prob=0.0001,cumulative=0.9134)
5571	1	(prob=0.0001,cumulative=0.9135)
5574	1	(prob=0.0001,cumulative=0.9135)
5578	1	(prob=0.0001,cumulative=0.9136)
5579	1	(prob=0.0001,cumulative=0.9137)
5580	1	(prob=0.0001,cumulative=0.9137)
5583	1	(prob=0.0001,cumulative=0.9138)
5585	1	(prob=0.0001,cumulative=0.9138)
5588	1	(prob=0.0001,cumulative=0.9139)
5590	1	(prob=0.0001,cumulative=0.9140)
5592	1	(prob=0.0001,cumulative=0.9140)
5598	3	(prob=0.0002,cumulative=0.9142)
5599	1	(prob=0.0001,cumulative=0.9142)
5600	2	(prob=0.0001,cumulative=0.9144)
5602	1	(prob=0.0001,cumulative=0.9144)
5604	1	(prob=0.0001,cumulative=0.9145)
5612	3	(prob=0.0002,cumulative=0.9147)
5614	3	(prob=0.0002,cumulative=0.9148)
5616	1	(prob=0.0001,cumulative=0.9149)
5619	1	(prob=0.0001,cumulative=0.9150)
5620	1	(prob=0.0001,cumulative=0.9150)
5621	1	(prob=0.0001,cumulative=0.9151)
5623	1	(prob=0.0001,cumulative=0.9151)
5624	1	(prob=0.0001,cumulative=0.9152)
5625	1	(prob=0.0001,cumulative=0.9153)
5626	1	(prob=0.0001,cumulative=0.9153)
5627	1	(prob=0.0001,cumulative=0.9154)
5629	2	(prob=0.0001,cumulative=0.9155)
5633	2	(prob=0.0001,cumulative=0.9156)
5638	1	(prob=0.0001,cumulative=0.9157)
5639	1	(prob=0.0001,cumulative=0.9157)
5643	2	(prob=0.0001,cumulative=0.9158)
5644	2	(prob=0.0001,cumulative=0.9160)
5649	1	(prob=0.0001,cumulative=0.9160)
5651	2	(prob=0.0001,cumulative=0.9161)
5662	1	(prob=0.0001,cumulative=0.9162)
5663	2	(prob=0.0001,cumulative=0.9163)
5664	1	(prob=0.0001,cumulative=0.9164)
5665	1	(prob=0.0001,cumulative=0.9164)
5667	2	(prob=0.0001,cumulative=0.9165)
5668	1	(prob=0.0001,cumulative=0.9166)
5672	1	(prob=0.0001,cumulative=0.9167)
5674	1	(prob=0.0001,cumulative=0.9167)
5675	2	(prob=0.0001,cumulative=0.9168)
5678	1	(prob=0.0001,cumulative=0.9169)
5681	1	(prob=0.0001,cumulative=0.9170)
5682	1	(prob=0.0001,cumulative=0.9170)
5685	1	(prob=0.0001,cumulative=0.9171)
5688	1	(prob=0.0001,cumulative=0.9171)
5689	1	(prob=0.0001,cumulative=0.9172)
5691	1	(prob=0.0001,cumulative=0.9173)
5694	1	(prob=0.0001,cumulative=0.9173)
5697	1	(prob=0.0001,cumulative=0.9174)
5698	1	(prob=0.0001,cumulative=0.9174)
5710	1	(prob=0.0001,cumulative=0.9175)
5712	1	(prob=0.0001,cumulative=0.9176)
5714	2	(prob=0.0001,cumulative=0.9177)
5718	1	(prob=0.0001,cumulative=0.9177)
5719	1	(prob=0.0001,cumulative=0.9178)
5721	1	(prob=0.0001,cumulative=0.9178)
5724	1	(prob=0.0001,cumulative=0.9179)
5725	4	(prob=0.0002,cumulative=0.9181)
5727	1	(prob=0.0001,cumulative=0.9182)
5729	2	(prob=0.0001,cumulative=0.9183)
5731	1	(prob=0.0001,cumulative=0.9184)
5734	1	(prob=0.0001,cumulative=0.9184)
5736	1	(prob=0.0001,cumulative=0.9185)
5737	2	(prob=0.0001,cumulative=0.9186)
5738	2	(prob=0.0001,cumulative=0.9187)
5739	1	(prob=0.0001,cumulative=0.9188)
5740	2	(prob=0.0001,cumulative=0.9189)
5741	2	(prob=0.0001,cumulative=0.9190)
5742	2	(prob=0.0001,cumulative=0.9191)
5745	1	(prob=0.0001,cumulative=0.9192)
5751	2	(prob=0.0001,cumulative=0.9193)
5753	1	(prob=0.0001,cumulative=0.9194)
5755	1	(prob=0.0001,cumulative=0.9194)
5757	1	(prob=0.0001,cumulative=0.9195)
5763	1	(prob=0.0001,cumulative=0.9196)
5764	1	(prob=0.0001,cumulative=0.9196)
5765	2	(prob=0.0001,cumulative=0.9197)
5766	1	(prob=0.0001,cumulative=0.9198)
5767	1	(prob=0.0001,cumulative=0.9199)
5768	2	(prob=0.0001,cumulative=0.9200)
5769	1	(prob=0.0001,cumulative=0.9200)
5770	1	(prob=0.0001,cumulative=0.9201)
5771	1	(prob=0.0001,cumulative=0.9201)
5774	1	(prob=0.0001,cumulative=0.9202)
5776	2	(prob=0.0001,cumulative=0.9203)
5777	1	(prob=0.0001,cumulative=0.9204)
5780	2	(prob=0.0001,cumulative=0.9205)
5787	1	(prob=0.0001,cumulative=0.9206)
5794	1	(prob=0.0001,cumulative=0.9206)
5795	1	(prob=0.0001,cumulative=0.9207)
5796	2	(prob=0.0001,cumulative=0.9208)
5797	2	(prob=0.0001,cumulative=0.9209)
5799	1	(prob=0.0001,cumulative=0.9210)
5804	1	(prob=0.0001,cumulative=0.9210)
5806	1	(prob=0.0001,cumulative=0.9211)
5812	2	(prob=0.0001,cumulative=0.9212)
5813	1	(prob=0.0001,cumulative=0.9213)
5817	2	(prob=0.0001,cumulative=0.9214)
5819	1	(prob=0.0001,cumulative=0.9214)
5820	1	(prob=0.0001,cumulative=0.9215)
5821	1	(prob=0.0001,cumulative=0.9216)
5822	1	(prob=0.0001,cumulative=0.9216)
5824	1	(prob=0.0001,cumulative=0.9217)
5826	2	(prob=0.0001,cumulative=0.9218)
5828	1	(prob=0.0001,cumulative=0.9219)
5830	1	(prob=0.0001,cumulative=0.9219)
5838	1	(prob=0.0001,cumulative=0.9220)
5839	1	(prob=0.0001,cumulative=0.9220)
5840	1	(prob=0.0001,cumulative=0.9221)
5841	2	(prob=0.0001,cumulative=0.9222)
5843	1	(prob=0.0001,cumulative=0.9223)
5848	1	(prob=0.0001,cumulative=0.9223)
5856	1	(prob=0.0001,cumulative=0.9224)
5860	2	(prob=0.0001,cumulative=0.9225)
5862	1	(prob=0.0001,cumulative=0.9226)
5865	1	(prob=0.0001,cumulative=0.9226)
5866	1	(prob=0.0001,cumulative=0.9227)
5868	1	(prob=0.0001,cumulative=0.9227)
5870	1	(prob=0.0001,cumulative=0.9228)
5871	2	(prob=0.0001,cumulative=0.9229)
5872	2	(prob=0.0001,cumulative=0.9230)
5878	1	(prob=0.0001,cumulative=0.9231)
5879	1	(prob=0.0001,cumulative=0.9232)
5880	2	(prob=0.0001,cumulative=0.9233)
5885	1	(prob=0.0001,cumulative=0.9233)
5886	1	(prob=0.0001,cumulative=0.9234)
5887	2	(prob=0.0001,cumulative=0.9235)
5889	1	(prob=0.0001,cumulative=0.9236)
5892	1	(prob=0.0001,cumulative=0.9236)
5903	1	(prob=0.0001,cumulative=0.9237)
5904	2	(prob=0.0001,cumulative=0.9238)
5905	1	(prob=0.0001,cumulative=0.9239)
5908	2	(prob=0.0001,cumulative=0.9240)
5916	1	(prob=0.0001,cumulative=0.9240)
5917	1	(prob=0.0001,cumulative=0.9241)
5919	1	(prob=0.0001,cumulative=0.9242)
5921	1	(prob=0.0001,cumulative=0.9242)
5923	1	(prob=0.0001,cumulative=0.9243)
5924	1	(prob=0.0001,cumulative=0.9243)
5928	1	(prob=0.0001,cumulative=0.9244)
5932	2	(prob=0.0001,cumulative=0.9245)
5937	2	(prob=0.0001,cumulative=0.9246)
5938	1	(prob=0.0001,cumulative=0.9247)
5939	3	(prob=0.0002,cumulative=0.9249)
5947	1	(prob=0.0001,cumulative=0.9249)
5952	1	(prob=0.0001,cumulative=0.9250)
5953	1	(prob=0.0001,cumulative=0.9250)
5954	1	(prob=0.0001,cumulative=0.9251)
5955	2	(prob=0.0001,cumulative=0.9252)
5956	1	(prob=0.0001,cumulative=0.9253)
5958	2	(prob=0.0001,cumulative=0.9254)
5965	1	(prob=0.0001,cumulative=0.9255)
5967	2	(prob=0.0001,cumulative=0.9256)
5975	1	(prob=0.0001,cumulative=0.9256)
5979	1	(prob=0.0001,cumulative=0.9257)
5980	2	(prob=0.0001,cumulative=0.9258)
5982	1	(prob=0.0001,cumulative=0.9259)
5984	1	(prob=0.0001,cumulative=0.9259)
5987	1	(prob=0.0001,cumulative=0.9260)
5989	1	(prob=0.0001,cumulative=0.9260)
5996	1	(prob=0.0001,cumulative=0.9261)
5997	2	(prob=0.0001,cumulative=0.9262)
5999	1	(prob=0.0001,cumulative=0.9263)
6000	1	(prob=0.0001,cumulative=0.9263)
6002	2	(prob=0.0001,cumulative=0.9265)
6005	1	(prob=0.0001,cumulative=0.9265)
6010	1	(prob=0.0001,cumulative=0.9266)
6012	2	(prob=0.0001,cumulative=0.9267)
6013	1	(prob=0.0001,cumulative=0.9268)
6014	2	(prob=0.0001,cumulative=0.9269)
6018	2	(prob=0.0001,cumulative=0.9270)
6019	1	(prob=0.0001,cumulative=0.9270)
6024	1	(prob=0.0001,cumulative=0.9271)
6027	1	(prob=0.0001,cumulative=0.9272)
6028	1	(prob=0.0001,cumulative=0.9272)
6029	1	(prob=0.0001,cumulative=0.9273)
6032	1	(prob=0.0001,cumulative=0.9273)
6035	1	(prob=0.0001,cumulative=0.9274)
6040	1	(prob=0.0001,cumulative=0.9275)
6041	1	(prob=0.0001,cumulative=0.9275)
6042	1	(prob=0.0001,cumulative=0.9276)
6043	1	(prob=0.0001,cumulative=0.9276)
6045	1	(prob=0.0001,cumulative=0.9277)
6052	1	(prob=0.0001,cumulative=0.9278)
6054	1	(prob=0.0001,cumulative=0.9278)
6058	1	(prob=0.0001,cumulative=0.9279)
6059	2	(prob=0.0001,cumulative=0.9280)
6065	1	(prob=0.0001,cumulative=0.9280)
6066	1	(prob=0.0001,cumulative=0.9281)
6067	1	(prob=0.0001,cumulative=0.9282)
6069	2	(prob=0.0001,cumulative=0.9283)
6070	1	(prob=0.0001,cumulative=0.9283)
6073	1	(prob=0.0001,cumulative=0.9284)
6079	1	(prob=0.0001,cumulative=0.9285)
6081	1	(prob=0.0001,cumulative=0.9285)
6084	1	(prob=0.0001,cumulative=0.9286)
6093	1	(prob=0.0001,cumulative=0.9286)
6094	2	(prob=0.0001,cumulative=0.9288)
6097	1	(prob=0.0001,cumulative=0.9288)
6099	1	(prob=0.0001,cumulative=0.9289)
6104	1	(prob=0.0001,cumulative=0.9289)
6106	1	(prob=0.0001,cumulative=0.9290)
6118	1	(prob=0.0001,cumulative=0.9291)
6120	1	(prob=0.0001,cumulative=0.9291)
6121	1	(prob=0.0001,cumulative=0.9292)
6125	1	(prob=0.0001,cumulative=0.9292)
6126	1	(prob=0.0001,cumulative=0.9293)
6128	1	(prob=0.0001,cumulative=0.9293)
6129	1	(prob=0.0001,cumulative=0.9294)
6133	1	(prob=0.0001,cumulative=0.9295)
6135	1	(prob=0.0001,cumulative=0.9295)
6137	2	(prob=0.0001,cumulative=0.9296)
6143	2	(prob=0.0001,cumulative=0.9298)
6149	1	(prob=0.0001,cumulative=0.9298)
6151	1	(prob=0.0001,cumulative=0.9299)
6155	1	(prob=0.0001,cumulative=0.9299)
6156	1	(prob=0.0001,cumulative=0.9300)
6157	1	(prob=0.0001,cumulative=0.9301)
6159	1	(prob=0.0001,cumulative=0.9301)
6165	1	(prob=0.0001,cumulative=0.9302)
6167	1	(prob=0.0001,cumulative=0.9302)
6169	1	(prob=0.0001,cumulative=0.9303)
6170	1	(prob=0.0001,cumulative=0.9303)
6177	1	(prob=0.0001,cumulative=0.9304)
6179	2	(prob=0.0001,cumulative=0.9305)
6181	1	(prob=0.0001,cumulative=0.9306)
6182	1	(prob=0.0001,cumulative=0.9306)
6186	1	(prob=0.0001,cumulative=0.9307)
6187	1	(prob=0.0001,cumulative=0.9308)
6190	1	(prob=0.0001,cumulative=0.9308)
6200	2	(prob=0.0001,cumulative=0.9309)
6211	1	(prob=0.0001,cumulative=0.9310)
6216	3	(prob=0.0002,cumulative=0.9312)
6217	1	(prob=0.0001,cumulative=0.9312)
6219	1	(prob=0.0001,cumulative=0.9313)
6223	1	(prob=0.0001,cumulative=0.9314)
6226	1	(prob=0.0001,cumulative=0.9314)
6230	1	(prob=0.0001,cumulative=0.9315)
6231	1	(prob=0.0001,cumulative=0.9315)
6233	1	(prob=0.0001,cumulative=0.9316)
6234	1	(prob=0.0001,cumulative=0.9316)
6237	1	(prob=0.0001,cumulative=0.9317)
6239	1	(prob=0.0001,cumulative=0.9318)
6246	1	(prob=0.0001,cumulative=0.9318)
6249	1	(prob=0.0001,cumulative=0.9319)
6253	1	(prob=0.0001,cumulative=0.9319)
6259	2	(prob=0.0001,cumulative=0.9321)
6268	1	(prob=0.0001,cumulative=0.9321)
6270	1	(prob=0.0001,cumulative=0.9322)
6277	2	(prob=0.0001,cumulative=0.9323)
6282	1	(prob=0.0001,cumulative=0.9324)
6286	2	(prob=0.0001,cumulative=0.9325)
6291	1	(prob=0.0001,cumulative=0.9325)
6292	1	(prob=0.0001,cumulative=0.9326)
6294	1	(prob=0.0001,cumulative=0.9326)
6295	1	(prob=0.0001,cumulative=0.9327)
6306	1	(prob=0.0001,cumulative=0.9328)
6310	1	(prob=0.0001,cumulative=0.9328)
6315	1	(prob=0.0001,cumulative=0.9329)
6316	1	(prob=0.0001,cumulative=0.9329)
6317	2	(prob=0.0001,cumulative=0.9331)
6324	3	(prob=0.0002,cumulative=0.9332)
6327	1	(prob=0.0001,cumulative=0.9333)
6334	1	(prob=0.0001,cumulative=0.9334)
6340	1	(prob=0.0001,cumulative=0.9334)
6342	2	(prob=0.0001,cumulative=0.9335)
6349	1	(prob=0.0001,cumulative=0.9336)
6354	1	(prob=0.0001,cumulative=0.9337)
6356	1	(prob=0.0001,cumulative=0.9337)
6358	3	(prob=0.0002,cumulative=0.9339)
6359	1	(prob=0.0001,cumulative=0.9339)
6364	3	(prob=0.0002,cumulative=0.9341)
6365	1	(prob=0.0001,cumulative=0.9342)
6367	1	(prob=0.0001,cumulative=0.9342)
6368	1	(prob=0.0001,cumulative=0.9343)
6373	2	(prob=0.0001,cumulative=0.9344)
6376	1	(prob=0.0001,cumulative=0.9345)
6377	2	(prob=0.0001,cumulative=0.9346)
6378	1	(prob=0.0001,cumulative=0.9347)
6383	1	(prob=0.0001,cumulative=0.9347)
6385	1	(prob=0.0001,cumulative=0.9348)
6390	1	(prob=0.0001,cumulative=0.9348)
6391	1	(prob=0.0001,cumulative=0.9349)
6393	3	(prob=0.0002,cumulative=0.9351)
6395	1	(prob=0.0001,cumulative=0.9351)
6406	3	(prob=0.0002,cumulative=0.9353)
6407	1	(prob=0.0001,cumulative=0.9354)
6409	1	(prob=0.0001,cumulative=0.9354)
6415	1	(prob=0.0001,cumulative=0.9355)
6416	2	(prob=0.0001,cumulative=0.9356)
6429	1	(prob=0.0001,cumulative=0.9357)
6430	1	(prob=0.0001,cumulative=0.9357)
6431	1	(prob=0.0001,cumulative=0.9358)
6432	2	(prob=0.0001,cumulative=0.9359)
6451	2	(prob=0.0001,cumulative=0.9360)
6459	2	(prob=0.0001,cumulative=0.9361)
6465	1	(prob=0.0001,cumulative=0.9362)
6477	1	(prob=0.0001,cumulative=0.9362)
6478	1	(prob=0.0001,cumulative=0.9363)
6481	2	(prob=0.0001,cumulative=0.9364)
6486	1	(prob=0.0001,cumulative=0.9365)
6495	1	(prob=0.0001,cumulative=0.9365)
6496	1	(prob=0.0001,cumulative=0.9366)
6499	1	(prob=0.0001,cumulative=0.9367)
6502	2	(prob=0.0001,cumulative=0.9368)
6503	1	(prob=0.0001,cumulative=0.9368)
6507	1	(prob=0.0001,cumulative=0.9369)
6509	1	(prob=0.0001,cumulative=0.9370)
6511	1	(prob=0.0001,cumulative=0.9370)
6514	1	(prob=0.0001,cumulative=0.9371)
6517	1	(prob=0.0001,cumulative=0.9371)
6519	2	(prob=0.0001,cumulative=0.9372)
6522	1	(prob=0.0001,cumulative=0.9373)
6524	2	(prob=0.0001,cumulative=0.9374)
6526	1	(prob=0.0001,cumulative=0.9375)
6529	1	(prob=0.0001,cumulative=0.9375)
6537	2	(prob=0.0001,cumulative=0.9377)
6539	1	(prob=0.0001,cumulative=0.9377)
6548	2	(prob=0.0001,cumulative=0.9378)
6555	1	(prob=0.0001,cumulative=0.9379)
6557	1	(prob=0.0001,cumulative=0.9380)
6562	1	(prob=0.0001,cumulative=0.9380)
6572	1	(prob=0.0001,cumulative=0.9381)
6573	1	(prob=0.0001,cumulative=0.9381)
6574	1	(prob=0.0001,cumulative=0.9382)
6581	1	(prob=0.0001,cumulative=0.9383)
6587	1	(prob=0.0001,cumulative=0.9383)
6589	1	(prob=0.0001,cumulative=0.9384)
6591	1	(prob=0.0001,cumulative=0.9384)
6592	1	(prob=0.0001,cumulative=0.9385)
6597	1	(prob=0.0001,cumulative=0.9385)
6598	1	(prob=0.0001,cumulative=0.9386)
6615	2	(prob=0.0001,cumulative=0.9387)
6618	1	(prob=0.0001,cumulative=0.9388)
6619	2	(prob=0.0001,cumulative=0.9389)
6632	1	(prob=0.0001,cumulative=0.9390)
6633	1	(prob=0.0001,cumulative=0.9390)
6638	1	(prob=0.0001,cumulative=0.9391)
6642	2	(prob=0.0001,cumulative=0.9392)
6647	1	(prob=0.0001,cumulative=0.9393)
6649	1	(prob=0.0001,cumulative=0.9393)
6667	1	(prob=0.0001,cumulative=0.9394)
6668	1	(prob=0.0001,cumulative=0.9394)
6669	1	(prob=0.0001,cumulative=0.9395)
6676	1	(prob=0.0001,cumulative=0.9395)
6677	1	(prob=0.0001,cumulative=0.9396)
6678	1	(prob=0.0001,cumulative=0.9397)
6684	1	(prob=0.0001,cumulative=0.9397)
6687	1	(prob=0.0001,cumulative=0.9398)
6688	2	(prob=0.0001,cumulative=0.9399)
6691	1	(prob=0.0001,cumulative=0.9400)
6692	1	(prob=0.0001,cumulative=0.9400)
6695	1	(prob=0.0001,cumulative=0.9401)
6700	1	(prob=0.0001,cumulative=0.9401)
6704	1	(prob=0.0001,cumulative=0.9402)
6708	2	(prob=0.0001,cumulative=0.9403)
6711	1	(prob=0.0001,cumulative=0.9404)
6713	1	(prob=0.0001,cumulative=0.9404)
6715	1	(prob=0.0001,cumulative=0.9405)
6725	1	(prob=0.0001,cumulative=0.9406)
6733	1	(prob=0.0001,cumulative=0.9406)
6735	1	(prob=0.0001,cumulative=0.9407)
6739	1	(prob=0.0001,cumulative=0.9407)
6741	1	(prob=0.0001,cumulative=0.9408)
6746	1	(prob=0.0001,cumulative=0.9408)
6748	2	(prob=0.0001,cumulative=0.9410)
6750	1	(prob=0.0001,cumulative=0.9410)
6752	1	(prob=0.0001,cumulative=0.9411)
6755	1	(prob=0.0001,cumulative=0.9411)
6758	1	(prob=0.0001,cumulative=0.9412)
6760	1	(prob=0.0001,cumulative=0.9413)
6762	1	(prob=0.0001,cumulative=0.9413)
6763	1	(prob=0.0001,cumulative=0.9414)
6764	1	(prob=0.0001,cumulative=0.9414)
6776	1	(prob=0.0001,cumulative=0.9415)
6777	1	(prob=0.0001,cumulative=0.9416)
6782	1	(prob=0.0001,cumulative=0.9416)
6790	1	(prob=0.0001,cumulative=0.9417)
6808	1	(prob=0.0001,cumulative=0.9417)
6812	2	(prob=0.0001,cumulative=0.9418)
6817	1	(prob=0.0001,cumulative=0.9419)
6821	1	(prob=0.0001,cumulative=0.9420)
6833	1	(prob=0.0001,cumulative=0.9420)
6837	3	(prob=0.0002,cumulative=0.9422)
6839	1	(prob=0.0001,cumulative=0.9423)
6856	1	(prob=0.0001,cumulative=0.9423)
6859	1	(prob=0.0001,cumulative=0.9424)
6863	1	(prob=0.0001,cumulative=0.9424)
6866	1	(prob=0.0001,cumulative=0.9425)
6873	1	(prob=0.0001,cumulative=0.9426)
6880	1	(prob=0.0001,cumulative=0.9426)
6882	2	(prob=0.0001,cumulative=0.9427)
6883	1	(prob=0.0001,cumulative=0.9428)
6885	1	(prob=0.0001,cumulative=0.9429)
6893	1	(prob=0.0001,cumulative=0.9429)
6906	1	(prob=0.0001,cumulative=0.9430)
6914	1	(prob=0.0001,cumulative=0.9430)
6919	1	(prob=0.0001,cumulative=0.9431)
6921	1	(prob=0.0001,cumulative=0.9431)
6923	1	(prob=0.0001,cumulative=0.9432)
6925	1	(prob=0.0001,cumulative=0.9433)
6926	1	(prob=0.0001,cumulative=0.9433)
6927	1	(prob=0.0001,cumulative=0.9434)
6929	1	(prob=0.0001,cumulative=0.9434)
6933	1	(prob=0.0001,cumulative=0.9435)
6935	1	(prob=0.0001,cumulative=0.9436)
6938	1	(prob=0.0001,cumulative=0.9436)
6946	1	(prob=0.0001,cumulative=0.9437)
6948	1	(prob=0.0001,cumulative=0.9437)
6957	1	(prob=0.0001,cumulative=0.9438)
6958	1	(prob=0.0001,cumulative=0.9439)
6969	1	(prob=0.0001,cumulative=0.9439)
6972	1	(prob=0.0001,cumulative=0.9440)
6978	1	(prob=0.0001,cumulative=0.9440)
6979	1	(prob=0.0001,cumulative=0.9441)
6986	1	(prob=0.0001,cumulative=0.9441)
6987	1	(prob=0.0001,cumulative=0.9442)
6992	1	(prob=0.0001,cumulative=0.9443)
6993	1	(prob=0.0001,cumulative=0.9443)
6996	1	(prob=0.0001,cumulative=0.9444)
7001	1	(prob=0.0001,cumulative=0.9444)
7012	1	(prob=0.0001,cumulative=0.9445)
7013	1	(prob=0.0001,cumulative=0.9446)
