intron	length	distribution
1916	1	(prob=0.0000,cumulative=0.9854)
1917	1	(prob=0.0000,cumulative=0.9854)
1925	1	(prob=0.0000,cumulative=0.9854)
1926	1	(prob=0.0000,cumulative=0.9854)
1928	1	(prob=0.0000,cumulative=0.9854)
1929	1	(prob=0.0000,cumulative=0.9854)
1930	2	(prob=0.0000,cumulative=0.9854)
1931	2	(prob=0.0000,cumulative=0.9855)
1932	3	(prob=0.0000,cumulative=0.9855)
1933	1	(prob=0.0000,cumulative=0.9855)
1934	2	(prob=0.0000,cumulative=0.9855)
1936	1	(prob=0.0000,cumulative=0.9855)
1938	1	(prob=0.0000,cumulative=0.9856)
1942	1	(prob=0.0000,cumulative=0.9856)
1943	1	(prob=0.0000,cumulative=0.9856)
1947	4	(prob=0.0000,cumulative=0.9856)
1948	1	(prob=0.0000,cumulative=0.9856)
1951	5	(prob=0.0001,cumulative=0.9857)
1953	3	(prob=0.0000,cumulative=0.9857)
1954	1	(prob=0.0000,cumulative=0.9857)
1956	1	(prob=0.0000,cumulative=0.9858)
1957	1	(prob=0.0000,cumulative=0.9858)
1960	2	(prob=0.0000,cumulative=0.9858)
1961	1	(prob=0.0000,cumulative=0.9858)
1965	1	(prob=0.0000,cumulative=0.9858)
1967	2	(prob=0.0000,cumulative=0.9858)
1968	3	(prob=0.0000,cumulative=0.9859)
1972	1	(prob=0.0000,cumulative=0.9859)
1973	3	(prob=0.0000,cumulative=0.9859)
1974	1	(prob=0.0000,cumulative=0.9859)
1975	1	(prob=0.0000,cumulative=0.9860)
1976	1	(prob=0.0000,cumulative=0.9860)
1977	3	(prob=0.0000,cumulative=0.9860)
1978	2	(prob=0.0000,cumulative=0.9860)
1979	1	(prob=0.0000,cumulative=0.9860)
1982	3	(prob=0.0000,cumulative=0.9861)
1983	1	(prob=0.0000,cumulative=0.9861)
1986	1	(prob=0.0000,cumulative=0.9861)
1987	2	(prob=0.0000,cumulative=0.9861)
1988	1	(prob=0.0000,cumulative=0.9861)
1989	1	(prob=0.0000,cumulative=0.9861)
1990	2	(prob=0.0000,cumulative=0.9862)
1993	2	(prob=0.0000,cumulative=0.9862)
1994	1	(prob=0.0000,cumulative=0.9862)
1995	1	(prob=0.0000,cumulative=0.9862)
1996	3	(prob=0.0000,cumulative=0.9863)
1997	1	(prob=0.0000,cumulative=0.9863)
1999	1	(prob=0.0000,cumulative=0.9863)
2001	2	(prob=0.0000,cumulative=0.9863)
2002	1	(prob=0.0000,cumulative=0.9863)
2006	1	(prob=0.0000,cumulative=0.9863)
2009	1	(prob=0.0000,cumulative=0.9863)
2011	1	(prob=0.0000,cumulative=0.9863)
2013	1	(prob=0.0000,cumulative=0.9864)
2016	2	(prob=0.0000,cumulative=0.9864)
2017	1	(prob=0.0000,cumulative=0.9864)
2018	1	(prob=0.0000,cumulative=0.9864)
2019	2	(prob=0.0000,cumulative=0.9864)
2021	1	(prob=0.0000,cumulative=0.9864)
2022	3	(prob=0.0000,cumulative=0.9865)
2023	2	(prob=0.0000,cumulative=0.9865)
2024	1	(prob=0.0000,cumulative=0.9865)
2025	1	(prob=0.0000,cumulative=0.9865)
2027	1	(prob=0.0000,cumulative=0.9865)
2028	1	(prob=0.0000,cumulative=0.9865)
2030	1	(prob=0.0000,cumulative=0.9866)
2035	2	(prob=0.0000,cumulative=0.9866)
2038	1	(prob=0.0000,cumulative=0.9866)
2039	2	(prob=0.0000,cumulative=0.9866)
2041	2	(prob=0.0000,cumulative=0.9866)
2042	1	(prob=0.0000,cumulative=0.9867)
2046	1	(prob=0.0000,cumulative=0.9867)
2047	1	(prob=0.0000,cumulative=0.9867)
2050	1	(prob=0.0000,cumulative=0.9867)
2051	1	(prob=0.0000,cumulative=0.9867)
2053	1	(prob=0.0000,cumulative=0.9867)
2054	2	(prob=0.0000,cumulative=0.9867)
2055	1	(prob=0.0000,cumulative=0.9868)
2056	2	(prob=0.0000,cumulative=0.9868)
2057	1	(prob=0.0000,cumulative=0.9868)
2059	1	(prob=0.0000,cumulative=0.9868)
2061	1	(prob=0.0000,cumulative=0.9868)
2062	1	(prob=0.0000,cumulative=0.9868)
2063	1	(prob=0.0000,cumulative=0.9868)
2064	1	(prob=0.0000,cumulative=0.9868)
2065	1	(prob=0.0000,cumulative=0.9869)
2067	1	(prob=0.0000,cumulative=0.9869)
2070	2	(prob=0.0000,cumulative=0.9869)
2071	1	(prob=0.0000,cumulative=0.9869)
2075	1	(prob=0.0000,cumulative=0.9869)
2079	1	(prob=0.0000,cumulative=0.9869)
2080	1	(prob=0.0000,cumulative=0.9869)
2081	3	(prob=0.0000,cumulative=0.9870)
2084	3	(prob=0.0000,cumulative=0.9870)
2085	1	(prob=0.0000,cumulative=0.9870)
2087	1	(prob=0.0000,cumulative=0.9870)
2088	1	(prob=0.0000,cumulative=0.9871)
2090	1	(prob=0.0000,cumulative=0.9871)
2091	2	(prob=0.0000,cumulative=0.9871)
2092	1	(prob=0.0000,cumulative=0.9871)
2093	1	(prob=0.0000,cumulative=0.9871)
2094	2	(prob=0.0000,cumulative=0.9871)
2095	1	(prob=0.0000,cumulative=0.9871)
2096	2	(prob=0.0000,cumulative=0.9872)
2097	2	(prob=0.0000,cumulative=0.9872)
2098	1	(prob=0.0000,cumulative=0.9872)
2100	2	(prob=0.0000,cumulative=0.9872)
2101	2	(prob=0.0000,cumulative=0.9873)
2102	1	(prob=0.0000,cumulative=0.9873)
2104	1	(prob=0.0000,cumulative=0.9873)
2105	1	(prob=0.0000,cumulative=0.9873)
2107	2	(prob=0.0000,cumulative=0.9873)
2109	1	(prob=0.0000,cumulative=0.9873)
2110	1	(prob=0.0000,cumulative=0.9873)
2111	1	(prob=0.0000,cumulative=0.9874)
2115	1	(prob=0.0000,cumulative=0.9874)
2116	1	(prob=0.0000,cumulative=0.9874)
2117	1	(prob=0.0000,cumulative=0.9874)
2124	1	(prob=0.0000,cumulative=0.9874)
2129	1	(prob=0.0000,cumulative=0.9874)
2131	1	(prob=0.0000,cumulative=0.9874)
2132	1	(prob=0.0000,cumulative=0.9874)
2136	1	(prob=0.0000,cumulative=0.9874)
2137	1	(prob=0.0000,cumulative=0.9875)
2139	2	(prob=0.0000,cumulative=0.9875)
2140	1	(prob=0.0000,cumulative=0.9875)
2141	1	(prob=0.0000,cumulative=0.9875)
2142	2	(prob=0.0000,cumulative=0.9875)
2143	2	(prob=0.0000,cumulative=0.9876)
2144	1	(prob=0.0000,cumulative=0.9876)
2145	1	(prob=0.0000,cumulative=0.9876)
2148	1	(prob=0.0000,cumulative=0.9876)
2149	1	(prob=0.0000,cumulative=0.9876)
2152	1	(prob=0.0000,cumulative=0.9876)
2157	1	(prob=0.0000,cumulative=0.9876)
2159	1	(prob=0.0000,cumulative=0.9876)
2160	1	(prob=0.0000,cumulative=0.9876)
2161	1	(prob=0.0000,cumulative=0.9877)
2162	3	(prob=0.0000,cumulative=0.9877)
2164	2	(prob=0.0000,cumulative=0.9877)
2167	1	(prob=0.0000,cumulative=0.9877)
2169	2	(prob=0.0000,cumulative=0.9878)
2170	1	(prob=0.0000,cumulative=0.9878)
2173	1	(prob=0.0000,cumulative=0.9878)
2175	1	(prob=0.0000,cumulative=0.9878)
2179	1	(prob=0.0000,cumulative=0.9878)
2182	1	(prob=0.0000,cumulative=0.9878)
2183	2	(prob=0.0000,cumulative=0.9878)
2184	1	(prob=0.0000,cumulative=0.9879)
2186	1	(prob=0.0000,cumulative=0.9879)
2187	1	(prob=0.0000,cumulative=0.9879)
2188	1	(prob=0.0000,cumulative=0.9879)
2189	1	(prob=0.0000,cumulative=0.9879)
2192	1	(prob=0.0000,cumulative=0.9879)
2193	1	(prob=0.0000,cumulative=0.9879)
2194	1	(prob=0.0000,cumulative=0.9879)
2196	1	(prob=0.0000,cumulative=0.9879)
2197	1	(prob=0.0000,cumulative=0.9880)
2198	1	(prob=0.0000,cumulative=0.9880)
2199	2	(prob=0.0000,cumulative=0.9880)
2204	1	(prob=0.0000,cumulative=0.9880)
2205	1	(prob=0.0000,cumulative=0.9880)
2207	1	(prob=0.0000,cumulative=0.9880)
2208	1	(prob=0.0000,cumulative=0.9880)
2209	2	(prob=0.0000,cumulative=0.9881)
2211	1	(prob=0.0000,cumulative=0.9881)
2212	1	(prob=0.0000,cumulative=0.9881)
2214	2	(prob=0.0000,cumulative=0.9881)
2217	1	(prob=0.0000,cumulative=0.9881)
2221	1	(prob=0.0000,cumulative=0.9881)
2224	2	(prob=0.0000,cumulative=0.9882)
2226	1	(prob=0.0000,cumulative=0.9882)
2227	2	(prob=0.0000,cumulative=0.9882)
2228	2	(prob=0.0000,cumulative=0.9882)
2230	1	(prob=0.0000,cumulative=0.9882)
2231	1	(prob=0.0000,cumulative=0.9882)
2236	1	(prob=0.0000,cumulative=0.9883)
2238	1	(prob=0.0000,cumulative=0.9883)
2242	2	(prob=0.0000,cumulative=0.9883)
2245	1	(prob=0.0000,cumulative=0.9883)
2246	1	(prob=0.0000,cumulative=0.9883)
2252	1	(prob=0.0000,cumulative=0.9883)
2254	1	(prob=0.0000,cumulative=0.9883)
2255	1	(prob=0.0000,cumulative=0.9884)
2256	1	(prob=0.0000,cumulative=0.9884)
2258	2	(prob=0.0000,cumulative=0.9884)
2261	1	(prob=0.0000,cumulative=0.9884)
2265	1	(prob=0.0000,cumulative=0.9884)
2267	1	(prob=0.0000,cumulative=0.9884)
2270	1	(prob=0.0000,cumulative=0.9884)
2272	1	(prob=0.0000,cumulative=0.9885)
2274	1	(prob=0.0000,cumulative=0.9885)
2276	1	(prob=0.0000,cumulative=0.9885)
2278	1	(prob=0.0000,cumulative=0.9885)
2279	1	(prob=0.0000,cumulative=0.9885)
2280	2	(prob=0.0000,cumulative=0.9885)
2281	2	(prob=0.0000,cumulative=0.9885)
2283	1	(prob=0.0000,cumulative=0.9886)
2285	1	(prob=0.0000,cumulative=0.9886)
2287	2	(prob=0.0000,cumulative=0.9886)
2290	1	(prob=0.0000,cumulative=0.9886)
2291	1	(prob=0.0000,cumulative=0.9886)
2293	1	(prob=0.0000,cumulative=0.9886)
2294	2	(prob=0.0000,cumulative=0.9887)
2298	2	(prob=0.0000,cumulative=0.9887)
2303	2	(prob=0.0000,cumulative=0.9887)
2304	1	(prob=0.0000,cumulative=0.9887)
2306	1	(prob=0.0000,cumulative=0.9887)
2307	2	(prob=0.0000,cumulative=0.9887)
2308	1	(prob=0.0000,cumulative=0.9888)
2309	1	(prob=0.0000,cumulative=0.9888)
2311	1	(prob=0.0000,cumulative=0.9888)
2313	1	(prob=0.0000,cumulative=0.9888)
2317	1	(prob=0.0000,cumulative=0.9888)
2319	1	(prob=0.0000,cumulative=0.9888)
2320	4	(prob=0.0000,cumulative=0.9889)
2321	1	(prob=0.0000,cumulative=0.9889)
2322	1	(prob=0.0000,cumulative=0.9889)
2324	1	(prob=0.0000,cumulative=0.9889)
2326	1	(prob=0.0000,cumulative=0.9889)
2329	1	(prob=0.0000,cumulative=0.9889)
2330	1	(prob=0.0000,cumulative=0.9889)
2331	1	(prob=0.0000,cumulative=0.9890)
2334	1	(prob=0.0000,cumulative=0.9890)
2335	2	(prob=0.0000,cumulative=0.9890)
2340	1	(prob=0.0000,cumulative=0.9890)
2342	2	(prob=0.0000,cumulative=0.9890)
2344	2	(prob=0.0000,cumulative=0.9890)
2347	2	(prob=0.0000,cumulative=0.9891)
2349	2	(prob=0.0000,cumulative=0.9891)
2351	1	(prob=0.0000,cumulative=0.9891)
2352	2	(prob=0.0000,cumulative=0.9891)
2354	1	(prob=0.0000,cumulative=0.9891)
2357	1	(prob=0.0000,cumulative=0.9892)
2359	1	(prob=0.0000,cumulative=0.9892)
2360	1	(prob=0.0000,cumulative=0.9892)
2361	1	(prob=0.0000,cumulative=0.9892)
2363	1	(prob=0.0000,cumulative=0.9892)
2365	3	(prob=0.0000,cumulative=0.9892)
2367	1	(prob=0.0000,cumulative=0.9893)
2368	1	(prob=0.0000,cumulative=0.9893)
2370	3	(prob=0.0000,cumulative=0.9893)
2373	1	(prob=0.0000,cumulative=0.9893)
2374	2	(prob=0.0000,cumulative=0.9893)
2389	2	(prob=0.0000,cumulative=0.9894)
2390	1	(prob=0.0000,cumulative=0.9894)
2392	1	(prob=0.0000,cumulative=0.9894)
2394	2	(prob=0.0000,cumulative=0.9894)
2396	2	(prob=0.0000,cumulative=0.9894)
2399	2	(prob=0.0000,cumulative=0.9895)
2400	1	(prob=0.0000,cumulative=0.9895)
2401	2	(prob=0.0000,cumulative=0.9895)
2405	1	(prob=0.0000,cumulative=0.9895)
2406	1	(prob=0.0000,cumulative=0.9895)
2407	1	(prob=0.0000,cumulative=0.9895)
2413	2	(prob=0.0000,cumulative=0.9896)
2417	1	(prob=0.0000,cumulative=0.9896)
2420	1	(prob=0.0000,cumulative=0.9896)
2421	1	(prob=0.0000,cumulative=0.9896)
2422	1	(prob=0.0000,cumulative=0.9896)
2427	1	(prob=0.0000,cumulative=0.9896)
2431	1	(prob=0.0000,cumulative=0.9896)
2436	1	(prob=0.0000,cumulative=0.9896)
2437	1	(prob=0.0000,cumulative=0.9896)
2438	1	(prob=0.0000,cumulative=0.9897)
2440	1	(prob=0.0000,cumulative=0.9897)
2442	2	(prob=0.0000,cumulative=0.9897)
2443	1	(prob=0.0000,cumulative=0.9897)
2445	1	(prob=0.0000,cumulative=0.9897)
2446	1	(prob=0.0000,cumulative=0.9897)
2447	1	(prob=0.0000,cumulative=0.9897)
2449	1	(prob=0.0000,cumulative=0.9898)
2450	1	(prob=0.0000,cumulative=0.9898)
2451	1	(prob=0.0000,cumulative=0.9898)
2458	1	(prob=0.0000,cumulative=0.9898)
2459	2	(prob=0.0000,cumulative=0.9898)
2460	1	(prob=0.0000,cumulative=0.9898)
2462	1	(prob=0.0000,cumulative=0.9898)
2463	1	(prob=0.0000,cumulative=0.9898)
2464	1	(prob=0.0000,cumulative=0.9899)
2467	3	(prob=0.0000,cumulative=0.9899)
2470	3	(prob=0.0000,cumulative=0.9899)
2477	1	(prob=0.0000,cumulative=0.9899)
2478	1	(prob=0.0000,cumulative=0.9900)
2479	1	(prob=0.0000,cumulative=0.9900)
2481	1	(prob=0.0000,cumulative=0.9900)
2483	1	(prob=0.0000,cumulative=0.9900)
2484	2	(prob=0.0000,cumulative=0.9900)
2488	1	(prob=0.0000,cumulative=0.9900)
2493	1	(prob=0.0000,cumulative=0.9900)
2497	1	(prob=0.0000,cumulative=0.9901)
2504	2	(prob=0.0000,cumulative=0.9901)
2506	1	(prob=0.0000,cumulative=0.9901)
2514	2	(prob=0.0000,cumulative=0.9901)
2517	1	(prob=0.0000,cumulative=0.9901)
2518	1	(prob=0.0000,cumulative=0.9901)
2519	1	(prob=0.0000,cumulative=0.9901)
2523	1	(prob=0.0000,cumulative=0.9902)
2524	1	(prob=0.0000,cumulative=0.9902)
2525	1	(prob=0.0000,cumulative=0.9902)
2527	2	(prob=0.0000,cumulative=0.9902)
2532	1	(prob=0.0000,cumulative=0.9902)
2533	1	(prob=0.0000,cumulative=0.9902)
2544	2	(prob=0.0000,cumulative=0.9903)
2545	1	(prob=0.0000,cumulative=0.9903)
2548	1	(prob=0.0000,cumulative=0.9903)
2553	1	(prob=0.0000,cumulative=0.9903)
2559	1	(prob=0.0000,cumulative=0.9903)
2563	2	(prob=0.0000,cumulative=0.9903)
2564	1	(prob=0.0000,cumulative=0.9903)
2565	1	(prob=0.0000,cumulative=0.9904)
2566	1	(prob=0.0000,cumulative=0.9904)
2569	1	(prob=0.0000,cumulative=0.9904)
2572	1	(prob=0.0000,cumulative=0.9904)
2575	1	(prob=0.0000,cumulative=0.9904)
2578	1	(prob=0.0000,cumulative=0.9904)
2579	1	(prob=0.0000,cumulative=0.9904)
2580	1	(prob=0.0000,cumulative=0.9904)
2587	1	(prob=0.0000,cumulative=0.9904)
2589	1	(prob=0.0000,cumulative=0.9905)
2592	1	(prob=0.0000,cumulative=0.9905)
2597	1	(prob=0.0000,cumulative=0.9905)
2599	1	(prob=0.0000,cumulative=0.9905)
2602	1	(prob=0.0000,cumulative=0.9905)
2603	1	(prob=0.0000,cumulative=0.9905)
2607	2	(prob=0.0000,cumulative=0.9905)
2608	2	(prob=0.0000,cumulative=0.9906)
2610	1	(prob=0.0000,cumulative=0.9906)
2612	1	(prob=0.0000,cumulative=0.9906)
2613	1	(prob=0.0000,cumulative=0.9906)
2615	1	(prob=0.0000,cumulative=0.9906)
2617	1	(prob=0.0000,cumulative=0.9906)
2620	2	(prob=0.0000,cumulative=0.9907)
2623	1	(prob=0.0000,cumulative=0.9907)
2625	1	(prob=0.0000,cumulative=0.9907)
2626	1	(prob=0.0000,cumulative=0.9907)
2627	1	(prob=0.0000,cumulative=0.9907)
2629	1	(prob=0.0000,cumulative=0.9907)
2631	1	(prob=0.0000,cumulative=0.9907)
2633	1	(prob=0.0000,cumulative=0.9907)
2636	2	(prob=0.0000,cumulative=0.9908)
2637	1	(prob=0.0000,cumulative=0.9908)
2640	1	(prob=0.0000,cumulative=0.9908)
2643	2	(prob=0.0000,cumulative=0.9908)
2645	1	(prob=0.0000,cumulative=0.9908)
2647	1	(prob=0.0000,cumulative=0.9908)
2648	1	(prob=0.0000,cumulative=0.9908)
2650	1	(prob=0.0000,cumulative=0.9909)
2653	1	(prob=0.0000,cumulative=0.9909)
2655	2	(prob=0.0000,cumulative=0.9909)
2657	1	(prob=0.0000,cumulative=0.9909)
2658	1	(prob=0.0000,cumulative=0.9909)
2660	1	(prob=0.0000,cumulative=0.9909)
2664	1	(prob=0.0000,cumulative=0.9909)
2665	2	(prob=0.0000,cumulative=0.9910)
2673	1	(prob=0.0000,cumulative=0.9910)
2677	2	(prob=0.0000,cumulative=0.9910)
2678	1	(prob=0.0000,cumulative=0.9910)
2681	2	(prob=0.0000,cumulative=0.9910)
2686	1	(prob=0.0000,cumulative=0.9910)
2692	2	(prob=0.0000,cumulative=0.9911)
2696	1	(prob=0.0000,cumulative=0.9911)
2699	1	(prob=0.0000,cumulative=0.9911)
2700	1	(prob=0.0000,cumulative=0.9911)
2701	1	(prob=0.0000,cumulative=0.9911)
2702	1	(prob=0.0000,cumulative=0.9911)
2705	2	(prob=0.0000,cumulative=0.9912)
2709	2	(prob=0.0000,cumulative=0.9912)
2711	1	(prob=0.0000,cumulative=0.9912)
2713	1	(prob=0.0000,cumulative=0.9912)
2714	1	(prob=0.0000,cumulative=0.9912)
2716	1	(prob=0.0000,cumulative=0.9912)
2721	1	(prob=0.0000,cumulative=0.9912)
2722	1	(prob=0.0000,cumulative=0.9912)
2724	2	(prob=0.0000,cumulative=0.9913)
2725	1	(prob=0.0000,cumulative=0.9913)
2726	1	(prob=0.0000,cumulative=0.9913)
2732	2	(prob=0.0000,cumulative=0.9913)
2733	1	(prob=0.0000,cumulative=0.9913)
2735	2	(prob=0.0000,cumulative=0.9914)
2737	2	(prob=0.0000,cumulative=0.9914)
2741	1	(prob=0.0000,cumulative=0.9914)
2744	1	(prob=0.0000,cumulative=0.9914)
2746	1	(prob=0.0000,cumulative=0.9914)
2749	1	(prob=0.0000,cumulative=0.9914)
2752	1	(prob=0.0000,cumulative=0.9914)
2753	1	(prob=0.0000,cumulative=0.9915)
2755	1	(prob=0.0000,cumulative=0.9915)
2758	2	(prob=0.0000,cumulative=0.9915)
2759	2	(prob=0.0000,cumulative=0.9915)
2763	1	(prob=0.0000,cumulative=0.9915)
2764	1	(prob=0.0000,cumulative=0.9915)
2766	1	(prob=0.0000,cumulative=0.9915)
2768	1	(prob=0.0000,cumulative=0.9916)
2769	1	(prob=0.0000,cumulative=0.9916)
2770	1	(prob=0.0000,cumulative=0.9916)
2773	1	(prob=0.0000,cumulative=0.9916)
2779	1	(prob=0.0000,cumulative=0.9916)
2782	1	(prob=0.0000,cumulative=0.9916)
2787	1	(prob=0.0000,cumulative=0.9916)
2788	2	(prob=0.0000,cumulative=0.9917)
2792	2	(prob=0.0000,cumulative=0.9917)
2798	1	(prob=0.0000,cumulative=0.9917)
2803	1	(prob=0.0000,cumulative=0.9917)
2806	1	(prob=0.0000,cumulative=0.9917)
2807	1	(prob=0.0000,cumulative=0.9917)
2813	1	(prob=0.0000,cumulative=0.9917)
2814	1	(prob=0.0000,cumulative=0.9918)
2824	2	(prob=0.0000,cumulative=0.9918)
2834	1	(prob=0.0000,cumulative=0.9918)
2837	1	(prob=0.0000,cumulative=0.9918)
2838	1	(prob=0.0000,cumulative=0.9918)
2841	1	(prob=0.0000,cumulative=0.9918)
2848	1	(prob=0.0000,cumulative=0.9918)
2849	1	(prob=0.0000,cumulative=0.9918)
2855	2	(prob=0.0000,cumulative=0.9919)
2867	1	(prob=0.0000,cumulative=0.9919)
2871	1	(prob=0.0000,cumulative=0.9919)
2873	1	(prob=0.0000,cumulative=0.9919)
2880	1	(prob=0.0000,cumulative=0.9919)
2881	1	(prob=0.0000,cumulative=0.9919)
2886	1	(prob=0.0000,cumulative=0.9919)
2889	1	(prob=0.0000,cumulative=0.9920)
2890	1	(prob=0.0000,cumulative=0.9920)
2892	2	(prob=0.0000,cumulative=0.9920)
2897	1	(prob=0.0000,cumulative=0.9920)
2900	1	(prob=0.0000,cumulative=0.9920)
2901	1	(prob=0.0000,cumulative=0.9920)
2907	1	(prob=0.0000,cumulative=0.9920)
2920	1	(prob=0.0000,cumulative=0.9920)
2921	1	(prob=0.0000,cumulative=0.9921)
2922	1	(prob=0.0000,cumulative=0.9921)
2934	1	(prob=0.0000,cumulative=0.9921)
2935	1	(prob=0.0000,cumulative=0.9921)
2937	1	(prob=0.0000,cumulative=0.9921)
2938	1	(prob=0.0000,cumulative=0.9921)
2950	1	(prob=0.0000,cumulative=0.9921)
2952	1	(prob=0.0000,cumulative=0.9921)
2956	1	(prob=0.0000,cumulative=0.9922)
2958	1	(prob=0.0000,cumulative=0.9922)
2959	1	(prob=0.0000,cumulative=0.9922)
2974	1	(prob=0.0000,cumulative=0.9922)
2975	1	(prob=0.0000,cumulative=0.9922)
2976	1	(prob=0.0000,cumulative=0.9922)
2978	1	(prob=0.0000,cumulative=0.9922)
2980	1	(prob=0.0000,cumulative=0.9922)
2982	1	(prob=0.0000,cumulative=0.9923)
2990	1	(prob=0.0000,cumulative=0.9923)
2994	1	(prob=0.0000,cumulative=0.9923)
2999	1	(prob=0.0000,cumulative=0.9923)
3001	2	(prob=0.0000,cumulative=0.9923)
3002	1	(prob=0.0000,cumulative=0.9923)
3005	2	(prob=0.0000,cumulative=0.9923)
3006	1	(prob=0.0000,cumulative=0.9924)
3012	1	(prob=0.0000,cumulative=0.9924)
3015	1	(prob=0.0000,cumulative=0.9924)
3016	1	(prob=0.0000,cumulative=0.9924)
3020	1	(prob=0.0000,cumulative=0.9924)
3024	1	(prob=0.0000,cumulative=0.9924)
3025	1	(prob=0.0000,cumulative=0.9924)
3027	1	(prob=0.0000,cumulative=0.9924)
3028	1	(prob=0.0000,cumulative=0.9925)
3031	2	(prob=0.0000,cumulative=0.9925)
3038	1	(prob=0.0000,cumulative=0.9925)
3039	1	(prob=0.0000,cumulative=0.9925)
3043	1	(prob=0.0000,cumulative=0.9925)
3044	1	(prob=0.0000,cumulative=0.9925)
3048	1	(prob=0.0000,cumulative=0.9925)
3050	1	(prob=0.0000,cumulative=0.9926)
3051	2	(prob=0.0000,cumulative=0.9926)
3053	1	(prob=0.0000,cumulative=0.9926)
3055	1	(prob=0.0000,cumulative=0.9926)
3059	1	(prob=0.0000,cumulative=0.9926)
3067	1	(prob=0.0000,cumulative=0.9926)
3068	2	(prob=0.0000,cumulative=0.9926)
3073	1	(prob=0.0000,cumulative=0.9927)
3077	1	(prob=0.0000,cumulative=0.9927)
3078	1	(prob=0.0000,cumulative=0.9927)
3080	1	(prob=0.0000,cumulative=0.9927)
3082	2	(prob=0.0000,cumulative=0.9927)
3083	1	(prob=0.0000,cumulative=0.9927)
3085	1	(prob=0.0000,cumulative=0.9927)
3095	2	(prob=0.0000,cumulative=0.9928)
3096	1	(prob=0.0000,cumulative=0.9928)
3097	1	(prob=0.0000,cumulative=0.9928)
3100	1	(prob=0.0000,cumulative=0.9928)
3104	1	(prob=0.0000,cumulative=0.9928)
3105	1	(prob=0.0000,cumulative=0.9928)
3107	1	(prob=0.0000,cumulative=0.9928)
3109	1	(prob=0.0000,cumulative=0.9929)
3110	1	(prob=0.0000,cumulative=0.9929)
3111	1	(prob=0.0000,cumulative=0.9929)
3112	1	(prob=0.0000,cumulative=0.9929)
3116	3	(prob=0.0000,cumulative=0.9929)
3120	1	(prob=0.0000,cumulative=0.9929)
3141	2	(prob=0.0000,cumulative=0.9930)
3142	1	(prob=0.0000,cumulative=0.9930)
3145	1	(prob=0.0000,cumulative=0.9930)
3147	1	(prob=0.0000,cumulative=0.9930)
3149	1	(prob=0.0000,cumulative=0.9930)
3152	1	(prob=0.0000,cumulative=0.9930)
3153	1	(prob=0.0000,cumulative=0.9930)
3170	1	(prob=0.0000,cumulative=0.9930)
3172	1	(prob=0.0000,cumulative=0.9931)
3176	1	(prob=0.0000,cumulative=0.9931)
3177	1	(prob=0.0000,cumulative=0.9931)
3181	1	(prob=0.0000,cumulative=0.9931)
3187	1	(prob=0.0000,cumulative=0.9931)
3192	1	(prob=0.0000,cumulative=0.9931)
3193	1	(prob=0.0000,cumulative=0.9931)
3203	1	(prob=0.0000,cumulative=0.9931)
3204	1	(prob=0.0000,cumulative=0.9931)
3213	1	(prob=0.0000,cumulative=0.9932)
3218	1	(prob=0.0000,cumulative=0.9932)
3228	1	(prob=0.0000,cumulative=0.9932)
3232	2	(prob=0.0000,cumulative=0.9932)
3234	1	(prob=0.0000,cumulative=0.9932)
3235	1	(prob=0.0000,cumulative=0.9932)
3240	2	(prob=0.0000,cumulative=0.9933)
3243	1	(prob=0.0000,cumulative=0.9933)
3247	2	(prob=0.0000,cumulative=0.9933)
3248	1	(prob=0.0000,cumulative=0.9933)
3250	1	(prob=0.0000,cumulative=0.9933)
3251	1	(prob=0.0000,cumulative=0.9933)
3252	1	(prob=0.0000,cumulative=0.9933)
3253	1	(prob=0.0000,cumulative=0.9934)
3256	1	(prob=0.0000,cumulative=0.9934)
3259	1	(prob=0.0000,cumulative=0.9934)
3260	1	(prob=0.0000,cumulative=0.9934)
3266	1	(prob=0.0000,cumulative=0.9934)
3272	1	(prob=0.0000,cumulative=0.9934)
3277	1	(prob=0.0000,cumulative=0.9934)
3290	1	(prob=0.0000,cumulative=0.9934)
3292	1	(prob=0.0000,cumulative=0.9934)
3293	1	(prob=0.0000,cumulative=0.9935)
3294	1	(prob=0.0000,cumulative=0.9935)
3296	1	(prob=0.0000,cumulative=0.9935)
3313	1	(prob=0.0000,cumulative=0.9935)
3314	1	(prob=0.0000,cumulative=0.9935)
3317	1	(prob=0.0000,cumulative=0.9935)
3320	1	(prob=0.0000,cumulative=0.9935)
3327	1	(prob=0.0000,cumulative=0.9935)
3329	1	(prob=0.0000,cumulative=0.9936)
3334	1	(prob=0.0000,cumulative=0.9936)
3340	1	(prob=0.0000,cumulative=0.9936)
3347	1	(prob=0.0000,cumulative=0.9936)
3348	1	(prob=0.0000,cumulative=0.9936)
3350	1	(prob=0.0000,cumulative=0.9936)
3356	1	(prob=0.0000,cumulative=0.9936)
3358	1	(prob=0.0000,cumulative=0.9936)
3361	1	(prob=0.0000,cumulative=0.9937)
3362	1	(prob=0.0000,cumulative=0.9937)
3363	1	(prob=0.0000,cumulative=0.9937)
3366	1	(prob=0.0000,cumulative=0.9937)
3373	1	(prob=0.0000,cumulative=0.9937)
3379	1	(prob=0.0000,cumulative=0.9937)
3385	1	(prob=0.0000,cumulative=0.9937)
3387	2	(prob=0.0000,cumulative=0.9937)
3402	2	(prob=0.0000,cumulative=0.9938)
